Frame,X1,Y1,Flag1,X2,Y2,Flag2,X3,Y3,Flag3,X4,Y4,Flag4,X5,Y5,Flag5,X6,Y6,Flag6,X7,Y7,Flag7,X8,Y8,Flag8,X9,Y9,Flag9,X10,Y10,Flag10,X11,Y11,Flag11,X12,Y12,Flag12,X13,Y13,Flag13,X14,Y14,Flag14,X15,Y15,Flag15,X16,Y16,Flag16,X17,Y17,Flag17,X18,Y18,Flag18,X19,Y19,Flag19,X20,Y20,Flag20,X21,Y21,Flag21,X22,Y22,Flag22,X23,Y23,Flag23,X24,Y24,Flag24,X25,Y25,Flag25,X26,Y26,Flag26,X27,Y27,Flag27,X28,Y28,Flag28,X29,Y29,Flag29,X30,Y30,Flag30,X31,Y31,Flag31,X32,Y32,Flag32,X33,Y33,Flag33,X34,Y34,Flag34,X35,Y35,Flag35,X36,Y36,Flag36,X37,Y37,Flag37,X38,Y38,Flag38,X39,Y39,Flag39,X40,Y40,Flag40,X41,Y41,Flag41,X42,Y42,Flag42,X43,Y43,Flag43,X44,Y44,Flag44,X45,Y45,Flag45,X46,Y46,Flag46,X47,Y47,Flag47,X48,Y48,Flag48,X49,Y49,Flag49,X50,Y50,Flag50,X51,Y51,Flag51,X52,Y52,Flag52,X53,Y53,Flag53,X54,Y54,Flag54,X55,Y55,Flag55,X56,Y56,Flag56,X57,Y57,Flag57,X58,Y58,Flag58,X59,Y59,Flag59,X60,Y60,Flag60,X61,Y61,Flag61,X62,Y62,Flag62,X63,Y63,Flag63,X64,Y64,Flag64,X65,Y65,Flag65,X66,Y66,Flag66,X67,Y67,Flag67,X68,Y68,Flag68,X69,Y69,Flag69,X70,Y70,Flag70,X71,Y71,Flag71,X72,Y72,Flag72,X73,Y73,Flag73,X74,Y74,Flag74,X75,Y75,Flag75
Tracks 1 to 75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15.659247,217.82211, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,99.16616,187.70334, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14.409274,105.71102, , , , , , , , , , ,459.21384,229.02657, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,616.27094,116.31438, ,37.254833,13.388334, 
594, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15.690098,217.78297, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,99.14358,187.71536, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14.393459,105.65981, , , , , , , , , , ,455.94916,231.93379, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,616.2668,116.30714, ,37.519024,13.006024, 
595, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15.672389,217.76636, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,99.156044,187.73116, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14.389563,105.69596, , , , , , , , , , ,452.60315,235.332, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,616.27716,116.30403, ,37.71837,12.702954, 
596, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15.670891,217.71832, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,99.13935,187.70435, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14.395553,105.67116, , , , , , , , , , ,449.35147,239.29303, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,616.2823,116.30403, ,38.004547,12.441559, 
597, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15.6299925,217.70625, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,99.17848,187.73444, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14.400944,105.66173, , , , , , , , , , ,445.99008,243.81046, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,616.3029,116.295135, ,38.176083,12.250985, 
598, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15.6369915,217.73474, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,99.17781,187.72948, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14.405114,105.68573, , , , , , , , , , ,442.90445,248.65755, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,616.29877,116.287895, ,38.37591,12.073324, 
599, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15.667997,217.66183, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,99.155716,187.72244, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14.393745,105.72125, , , , , , , , , , ,439.69424,254.27856, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,616.3221,116.28527, ,38.52072,11.989305, 
600, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15.652899,217.78696, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,99.13935,187.70435, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14.40793,105.708336, , , , , , , , , , ,436.61688,260.50272, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,616.3283,116.296165, ,38.69407,11.9103775, 
601, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15.655628,217.85034, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,99.158066,187.69827, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14.399731,105.69515, , , , , , , , , , ,433.8978,266.9099, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,616.3298,116.31273, ,38.76405,11.879147, 
602, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15.652788,217.85481, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,99.13765,187.72267, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14.384097,105.72776, , , , , , , , , , ,431.23325,273.9195, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,616.3181,116.30777, ,38.879005,11.834697, 
603, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15.647262,217.77638, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,99.12961,187.69858, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14.400944,105.73585, , , , , , , , , , ,428.87717,281.3338, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,616.3092,116.277084, ,38.901646,11.789239, 
604, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15.659667,217.75923, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,99.143036,187.74051, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14.392183,105.733154, , , , , , , , , , ,426.7373,289.2627, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,616.2933,116.32487, ,39.026207,11.759311, 
605, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15.646739,217.77754, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,99.13057,187.708, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14.393602,105.689224, , , , , , , , , , ,424.87296,297.76996, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,616.30396,116.266685, ,39.06189,11.715577, 
606, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15.648335,217.86433, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,99.164474,187.73482, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14.393531,105.67318, , , , , , , , , , ,423.5143,306.66104, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,616.1327,115.95628, ,39.16152,11.642556, 
607, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15.639645,217.73032, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,99.13563,187.69383, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14.399731,105.69515, , , , , , , , , , ,422.49594,316.08325, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,615.97186,115.9223, ,39.247337,11.6156845, 
608, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15.629395,217.8117, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,99.20162,187.77103, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14.401617,105.69676, , , , , , , , , , ,421.9965,326.17642, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,615.929,116.604805, ,39.357346,11.582739, 
609, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15.699348,217.85202, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,99.26724,187.82404, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14.407008,105.68868, , , , , , , , , , ,422.19647,336.84348, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,615.482,116.85545, ,39.414326,11.541037, 
610, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15.681752,217.73895, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,99.48234,187.8991, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14.399731,105.69515, , , , , , , , , , ,423.1701,348.1914, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,615.0307,117.22006, ,39.46374,11.542785, 
611, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15.674638,217.69565, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,99.707596,188.05746, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14.391437,105.69757, , , , , , , , , , ,424.87057,360.2511, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,614.4576,117.7048, ,39.45022,11.509517, 
612, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15.667089,217.73921, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,100.035934,188.22318, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14.4049225,105.71308, , , , , , , , , , ,427.4643,372.95282, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,613.7249,118.07471, ,39.455883,11.521323, 
613, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15.63389,217.86502, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,100.42194,188.49696, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14.391437,105.69757, , , , , , , , , , ,430.8704,386.4441, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,612.8676,118.4837, ,39.478676,11.560294, 
614, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15.661185,217.86719, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,100.72902,188.65926, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14.389563,105.69596, , , , , , , , , , ,434.9666,400.50534, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,611.94086,119.10132, ,39.359764,11.606462, 
615, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15.633696,217.83478, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,100.92481,188.79317, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14.369859,105.717125, , , , , , , , , , ,439.67957,415.00104, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,610.887,119.85856, ,39.245613,11.752193, 
616, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15.676407,217.70508, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,101.0233,188.81813, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14.401684,105.67576, , , , , , , , , , ,444.84628,430.19397, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,609.87805,120.580284, ,39.073605,11.9438, 
617, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15.66552,217.86328, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,100.99342,188.82338, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14.384097,105.72776, , , , , , , , , , ,450.507,445.6933, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,608.79767,121.10446, ,38.79627,12.271162, 
618, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15.6880865,217.76353, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,101.00506,188.8539, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14.401617,105.659706, , , , , , , , , , ,456.37933,461.71506, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,607.7319,121.811516, ,38.41755,12.723396, 
619, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15.674511,217.85771, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,100.994675,188.82236, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14.392256,105.71212, , , , , , , , , , ,462.53146,477.98105, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,606.6369,122.31035, ,37.893917,13.309952, 
620, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15.624864,217.79366, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,100.97872,188.8384, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14.399731,105.69515, , , , , , , , , , ,468.9127,495.00177, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,605.68665,122.81536, ,37.109196,14.013185, 
621, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15.654822,217.80457, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,100.96006,188.81548, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14.392183,105.69609, , , , , , , , , , ,477.51,505.47726, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,604.83655,123.31602, ,36.394527,14.9225445, 
622, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15.6413555,217.70515, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,100.98026,188.82692, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14.399663,105.71616, , , , , , , , , , ,487.60886,514.0733, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,603.8225,123.4293, ,35.55087,15.944945, 
623, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15.664065,217.74683, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,100.97795,188.85124, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14.389488,105.71698, , , , , , , , , , ,497.22156,522.6216, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,602.5651,123.20295, ,34.79012,16.953115, 
624, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15.648135,217.82959, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,101.11702,188.88348, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14.399663,105.71616, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,601.6324,123.95214, ,34.02745,17.899754, 
625, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15.657417,217.67337, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,101.335106,189.04324, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14.381996,105.67802, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,601.0023,125.15242, ,33.585663,18.700485, 
626, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15.659288,217.78555, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,101.749245,189.25632, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14.389488,105.67992, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,600.13007,125.69055, ,33.308754,19.223022, 
627, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15.646536,217.77856, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,102.29483,189.64539, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14.399663,105.67912, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,599.40454,126.208626, ,33.2043,19.410395, 
628, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15.653232,217.72076, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,102.97262,190.01674, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14.386042,105.634186, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,598.6553,126.69026, ,33.437202,19.235048, 
629, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15.675217,217.91908, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,103.82555,190.50813, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14.389488,105.68127, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,597.9177,127.097466, ,33.760685,18.788982, 
630, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15.652229,217.77039, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,104.77406,191.08713, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14.375843,105.672066, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,597.08527,127.48223, ,34.386597,18.139782, 
631, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15.698771,217.82742, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,105.688255,191.63461, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14.38739,105.66723, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,596.36206,128.05634, ,35.10441,17.275873, 
632, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15.668661,217.81773, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,106.43877,192.1331, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14.378461,105.70932, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,595.5728,128.44083, ,35.886475,16.330645, 
633, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15.652561,217.68562, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,107.04881,192.456, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14.373649,105.680405, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,594.7998,128.87967, ,36.73415,15.371312, 
634, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15.610788,217.75827, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,107.259094,192.62627, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14.373649,105.680405, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,594.1714,129.27281, ,37.651073,14.527181, 
635, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15.594216,217.75645, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,107.25531,192.62285, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14.373819,105.63833, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,593.47723,129.67308, ,38.442417,13.764875, 
636, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15.62996,217.8178, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,107.217026,192.61015, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14.367657,105.66678, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,592.78986,129.97665, ,39.125965,13.188946, 
637, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15.640211,217.84471, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,107.188255,192.57642, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14.3602295,105.64382, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,592.1932,130.36156, ,39.617645,12.812863, 
638, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15.640937,217.81747, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,107.179115,192.56912, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14.354153,105.691086, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,591.534,130.8215, ,40.008453,12.611183, 
